guarde,guarded
7420571828540901363257214375920,7420571828540901363257214375920546404718
0380976919326064376087432093856028,0380976919326064376087432093856028156428
clat,clatter
438796952102352,4387969521023526667337243442309157718327
clap,clapped
steeri,steering
steere,steered
3142417650147980187,3142417650147980187858215768793063001153
518404451704270,5184044517042701893819942434100905753762
309548159,3095481593545075492355416776687645521254
prero,prerogatives
fashion,fashioned
482336183273872969737,4823361832738729697376598820053895902935
lia,liability
delegat,delegate
lie,lieu
87259199894382536495051,8725919989438253649505147713793991472052
lim,limited
1826527351008031659958888814809945,1826527351008031659958888814809945737293
homew,homeward
liq,liquor
authoriz,authorized
pris,prison
4633863305788748740554000544043,4633863305788748740554000544043934488819
homes,homesick
6510020265437126004664193554616,6510020265437126004664193554616583894595
0606,0606407754779439671383653877377610828300
prio,prior
72290250954301418,7229025095430141822571803313001481133777
93626664465502290735017347,9362666446550229073501734765629303331852
74295911807474534,7429591180747453419551420351726184200845
150590,1505900806952540610628536408293276621931
0602,0602734199775666002942794109040006465428
dispr,disproved
438768,4387689978702323438584381125011714013265
pric,price
79184021,7918402179762665648458026159140717347700
splintere,splintered
67539587114361040894099660894714183406,6753958711436104089409966089471418340698
2295763514,2295763514822082698951936680331825288693
3883499,3883499894707416181550125397064648171946
6521469602766258359905,6521469602766258359905198704230017946553
121874818202833941887076311731615,1218748182028339418870763117316152898117
502380807337272049088,5023808073372720490888009518188957631410
____________,________________________
6614623,6614623850633127072987745618984384288764
0569981353264435973965173473319,0569981353264435973965173473319484798758
44248501821713300527995551312539,4424850182171330052799555131253984991993
42919906963117397787875081560227368,4291990696311739778787508156022736882496
0996567,0996567133507711905899945951923990615156
79115061709452680984,7911506170945268098478515286212317137789
answe,answer
0206304488060645748927405477,0206304488060645748927405477306939713370
dissu,dissuade
249737569405581386305,2497375694055813863058109982337256516492
4943286917770190128914220188747760,4943286917770190128914220188747760484939
9093238118295411937545448509428621839,9093238118295411937545448509428621839424
760173385884376314,7601733858843763144148113561693030468420
67465370287466062584346329708,6746537028746606258434632970830372598049
disse,dissecting
4435047019917125,4435047019917125821468768317264607895969
7097501739683121449,7097501739683121449335729079164877991508
hesitat,hesitated
whitewas,whitewashed
4806040437372771834769014720664,4806040437372771834769014720664234434374
dissi,dissipate
653483012849067784503749089,6534830128490677845037490891749347389015
herland,herlandized
20992362829,2099236282922612543236071226270324572637
55342774617635549231817456,5534277461763554923181745615918566806168
6302014417879820221162484716574682,6302014417879820221162484716574682911463
764164983566312751872818294865,7641649835663127518728182948655658524206
8723336181349941454169473654925484,8723336181349941454169473654925484063379
2383757380428200735858,2383757380428200735858693804433152925312
9669365218674805943569985859699554089,9669365218674805943569985859699554089329
demandin,demanding
obtrud,obtruding
apparatu,apparatus
dissa,dissatisfied
flaunt,flaunted
52495269685376314437998340336947,5249526968537631443799834033694712444724
3005522324221858,3005522324221858619139479518422013155331
1278265966620703,1278265966620703038479588144279024666926
978472301680600835812336,9784723016806008358123369570514546501812
0639,0639888740474218669770934964775817368358
4139865507522507808919,4139865507522507808919352104173963493428
7749479335,7749479335174036135005397581475520834285
blotte,blotted
homag,homage
dismo,dismounted
71045690191913590,7104569019191359062304102336798080907240
087357626100692302135958,0873576261006923021359580838145290642217
15401435959529868340465747175623,1540143595952986834046574717562321966405
erne,ernest
irradia,irradiated
0345261665892577,0345261665892577931395405145369730429462
378324229241856256442550226721559802,3783242292418562564425502267215598027401
unsepulche,unsepulchered
056998135326443597396517347331948479875,0569981353264435973965173473319484798758
ungainl,ungainly
637895865245462813,6378958652454628134392893383651565369924
051099879071,0510998790719611852832556787472942907151
77280098618940198437544643508,7728009861894019843754464350814982183601
3852086508154491350136491698639048,3852086508154491350136491698639048125666
37907750266,3790775026602011481493548222891666364078
43415878,4341587814634602169235079216111013148948
5385701687022026202746786,5385701687022026202746786479166440307290
ranganath,ranganathan
88824934213644241783351931978654,8882493421364424178335193197865439402014
09769045634157657,0976904563415765733955495884489480936040
691847294785807291560,6918472947858072915608851039678195942983
083747146978458055506159145395064,0837471469784580555061591453950643731640
17572421299723542,1757242129972354206963042785795060891111
929068447577982517955697582350843717,9290684475779825179556975823508437174610
139735944102374,1397359441023744329709355477982629614591
605272605994432,6052726059944320443056274522916128891766
764164983566312751872818294865565,7641649835663127518728182948655658524206
5476269452878051650172,5476269452878051650172067478541788798227
501896510923845366023694027606064211938,5018965109238453660236940276060642119384
79233693,7923369382166010702872651938143844844532
thres,threshold
3113981109283158321693156386,3113981109283158321693156386745974744958
loc,located
826495194,8264951943804240543255345965248373785310
log,login
847292909015468559163792696,8472929090154685591637926961968410006765
00024079,0002407915892646028490894922299966167437
170364424269428305745,1703644242694283057457471567494391573593
5949302,5949302092112205261031239068294134569678
001874730191973108811575167770050714320,0018747301919731088115751677700507143201
26883132894705538913572907069675,2688313289470553891357290706967599556298
46304677269145529536901,4630467726914552953690154167025838032477
loo,look
84859,8485977112648035237602546971430931663653
los,lost
prom,promise
976034708844046473,9760347088440464730831726826112777236133
358614825282001734895753395425,3586148252820017348957533954255019475442
low,lower
inordinat,inordinate
prou,proud
719623,7196235856312618387156774118738527722922
proa,proactive
8139559900673764829224437528718,8139559900673764829224437528718462457803
982816062130,9828160621305231306587315130769138323171
05111510354367477810778500572718180809,0511151035436747781077850057271818080966
9016,9016658670677145688627933431535135056882
8219561841905576103019019952164745,8219561841905576103019019952164745973440
51778653397980580828158806300,5177865339798058082815880630074995289755
_individua,_individual_
7233414550,7233414550059039138902536993171559171798
persever,persevering
4473254373100206273846681235169101,4473254373100206273846681235169101635925
01435021608901857,0143502160890185703558173661823437491622
40805476970582141712863,4080547697058214171286363296501304165012
87077775193299942137277211258843608715,8707777519329994213727721125884360871583
9399269744676323921370773,9399269744676323921370773991899853301483
652146960276625835990519,6521469602766258359905198704230017946553
clip,clipper
9023,9023066893064178977808158101360449495409
monetar,monetary
affi,affirmative
imprinte,imprinted
affe,affection
2089837409,2089837409178853441752306471503027839797
affa,affairs
3354594898541849550251690616888419122,3354594898541849550251690616888419122873
erre,erred
1565980816946116793744256632446,1565980816946116793744256632446567996063
6931962642014042788365702610390,6931962642014042788365702610390456105151
reconc,reconcile
cemen,cemented
498861657094846665770674577,4988616570948466657706745770002071443325
70229,7022923174333449998690184151088899316512
62989140226580026134,6298914022658002613415803948035797101900
omittin,omitting
recons,reconstruction
thras,thrashing
pilin,piling
09387064418867334910998779,0938706441886733491099877926005340862442
121491620765676995065971534,1214916207656769950659715344763470320853
143617891415,1436178914151915179765378482826870187500
58443909672482323482595879636989084566,5844390967248232348259587963698908456664
washbo,washbowl
3917971064630,3917971064630990628548370283611848667221
thrac,thracian
erra,errand
12395782602489783714,1239578260248978371473556820782675452142
fetter,fetters
758751983686152616408725,7587519836861526164087252594820126991923
0796274613553444251474542365466275,0796274613553444251474542365466275225262
achiev,achieve
02076953932415509676268088760,0207695393241550967626808876035724639139
2156036748286083786568030,2156036748286083786568030730626576334697
3411581934618336692169573605081,3411581934618336692169573605081585080837
77232014295,7723201429548033450006952569809352828877
9045,9045967947046685602358283919759975285865
305231990,3052319905218571862854368757786091572692
324930028040186,3249300280401867723910288097866605651183
978033680228154223490183,9780336802281542234901837374941179732544
almig,almighty
52863941959934556841563445779517270,5286394195993455684156344577951727033374
835063704339398116713,8350637043393981167139754473622862550680
950958,9509587722826081556670215569348463407977
patriarc,patriarchal
agencie,agencies
mathematica,mathematical
509721,5097214331492586604248511405819579711564
746277697596124888794486098633494,7462776975961248887944860986334942285284
44629209323999417593,4462920932399941759337491789978648495814
55884642237076011177482,5588464223707601117748210796259011802655
589575273521412445149542,5895752735214124451495424629722585101207
vicissi,vicissitudes
27821269676777183520908395954534,2782126967677718352090839595453418667779
480604043737277,4806040437372771834769014720664234434374
2617971928047139600,2617971928047139600689163828665277009752
81358671173523649641210588549344966,8135867117352364964121058854934496645898
8408570397815199814882239005994,8408570397815199814882239005994891194647
dromedar,dromedaries
21607494696549892104,2160749469654989210474443927871934536701
886500574780251977607442660798300291573,8865005747802519776074426607983002915730
314241765014798018785821576879,3142417650147980187858215768793063001153
celestia,celestial
18793651818502020877326906133592182000,1879365181850202087732690613359218200076
451272237378861260581656680537143,4512722373788612605816566805371439612788
614423810011275582,6144238100112755828623259628572648121538
951395756419122685155962476203282038726,9513957564191226851559624762032820387263
9067,9067009802496281560626258636942322658490
066258617117294980382488799,0662586171172949803824887998650406156397
7104284598160899610194569164698383,7104284598160899610194569164698383771826
lum,lump
ident,identify
795754200195991919240707615823002328,7957542001959919192407076158230023289774
467064368340504749943339802285,4670643683405047499433398022856103130830
precl,precluded
prus,prussian
04146894810491675103529589724238180,0414689481049167510352958972423818022881
70776355598692849016287,7077635559869284901628768699628053790181
26285329471055602670,2628532947105560267041338450050782739064
010731470653154201,0107314706531542013005838104589050067645
clon,clones
1869916091555091087891943125367,1869916091555091087891943125367194565126
08358426133811426238554,0835842613381142623855420315774246613108
sugges,suggested
8322134145548259136,8322134145548259136720282328439654900180
predi,predicament
3456437071610511521,3456437071610511521617176237598050900553
prede,predestined
smear,smeared
preda,predatory
822353499293582283685100781088463,8223534992935822836851007810884634349983
unenforcea,unenforceability
greete,greeted
aflo,afloat
8565208403974421735274,8565208403974421735274481374121527747520
127001076091,1270010760912281528326508984359568975961
9085,9085660085431027963752474762653530315586
76017338588437631441481,7601733858843763144148113561693030468420
49432869177,4943286917770190128914220188747760484939
2097760735,2097760735632832966564135817028088013546
80822637957006755393575808,8082263795700675539357580808631893207586
74627769,7462776975961248887944860986334942285284
22128104190448047247,2212810419044804724794929134228495197002
1124982614345594089618,1124982614345594089618135092268576114746
undistin,undistinguished
15871869255386,1587186925538606164779834025435128439612
fussin,fussing
7986739208038456337233119838558,7986739208038456337233119838558626380085
311608302751194384823861552,3116083027511943848238615528524650103294
212594110795,2125941107957349146684680220501816192150
9092,9092519383155609441705397900600291315024
77096168305794167431051925448,7709616830579416743105192544863273588851
9227643289360535947903046811114,9227643289360535947903046811114130586348
destructio,destruction
53581574814022471260618,5358157481402247126061897306086055906508
057954900807604003415466213766960644429,0579549008076040034154662137669606444293
6310629034,6310629034027372604799401819299544542972
18621806745,1862180674571280993852588426319306701820
gnashin,gnashing
872994648077864977093,8729946480778649770936196938929089171822
73752276931992226359735,7375227693199222635973520722998387368484
lyi,lying
33519546838335349801503269,3351954683833534980150326935979816746323
83578390179349971379091369670649763,8357839017934997137909136967064976371272
424209323135,4242093231358724816618683821026679970982
82716864454830654663,8271686445483065466339752560796159358308
fascinatin,fascinating
5122105105209083470744398613782908235,5122105105209083470744398613782908235277
signat,signature
10619885914148057993187253675312,1061988591414805799318725367531243470335
04475715771,0447571577114108095805814120895605947166
70037116182,7003711618294859399311999550704553811967
ransacke,ransacked
0569981353264435973965173473319484,0569981353264435973965173473319484798758
4039013610739,4039013610739524568624300809672046099554
8990017498629,8990017498629488833623898586321271765713
10465543,1046554389165150954187306071015034430609
08827733914728206379,0882773391472820637945122602945157073671
70967939354636396448139025711768057799,7096793935463639644813902571176805779975
bracket,bracketed
washin,washington
5354073236342830218969494776,5354073236342830218969494776612607834632
1125588453729063224423222287139122012,1125588453729063224423222287139122012248
9605314460532304885,9605314460532304885289729176598760166678
signal,signals
3316070107516452301310796620382579278,3316070107516452301310796620382579278533
55737090855150,5573709085515064800232147644303723246614
4090352577345938248232053055567238095,4090352577345938248232053055567238095022
270803521038481,2708035210384817616700444374057213129425
4435047019917,4435047019917125821468768317264607895969
785714700210,7857147002108731469325455792313475724364
781635,7816357097637814023962825054332801828798
deepl,deeply
wherewitha,wherewithal
375079840511266589730181493210619507690,3750798405112665897301814932106195076900
746202947661,7462029476611600443555160473504429212791
790651961291777735418369467623298,7906519612917777354183694676232982904981
greeti,greeting
prehi,prehistoric
63839139163076097636499028893058805,6383913916307609763649902889305880534066
intuiti,intuition
mainlan,mainland
0482133375525845710566195869,0482133375525845710566195869320315632994
66768139621144389163,6676813962114438916324032357415737737879
preen,preening
55603959053815072416,5560395905381507241627615047252487759578
philistin,philistine
781563977996319574126276340111301,7815639779963195741262763401113013508272
4557597520262477124279622,4557597520262477124279622598327840583358
5075028860842353,5075028860842353696671519166851042800174
63713452054398022,6371345205439802277866337293290829914010
85427359859130413069182792585845094401,8542735985913041306918279258584509440150
61426859221389930,6142685922138993054980645399144588692472
beref,bereft
afor,afore
clut,clutches
maena,maenads
advisedl,advisedly
08419,0841907975296782445969183509474202123617
34289028615832773047948309,3428902861583277304794830971705537485109
507181773641749763254436773503632,5071817736417497632544367735036325800040
223390778412751841931611881558,2233907784127518419316118815588722967674
fiend,fiendish
669868370373022,6698683703730220047531433818109270803001
touchin,touching
recour,recourse
01113861256116410247719090305004024066,0111386125611641024771909030500402406622
97310874026475365825756,9731087402647536582575657351059978314264
recoun,recounting
6947010678311789270955272532,6947010678311789270955272532221252243616
232154896062817,2321548960628177943022686405795558457306
5184044517042701893819942,5184044517042701893819942434100905753762
7824887350292591668258944568946,7824887350292591668258944568946559926584
754042,7540420591146493088821905024885764575208
970051520266566499294173,9700515202665664992941738284032730594074
1074454007,1074454007616429525362460261476180471744
581999652,5819996523927548842743541440288453645559
deemi,deeming
00988462318285,0098846231828512448393059455162005455907
857348108808998857157027,8573481088089988571570279722274734750248
856594954213114335608810239423706087,8565949542131143356088102394237060871080
slothf,slothful
duodecim,duodecimo
1420342646556042,1420342646556042211223913463102316129083
plucke,plucked
70787563117610746428,7078756311761074642883559391598542167311
veraci,veracity
8755138027101379868751299375133,8755138027101379868751299375133303843885
deeme,deemed
913309863,9133098633545432497144137805913224081496
plucki,plucking
01435021608901857035581,0143502160890185703558173661823437491622
afri,africa
prelu,prelude
2895849625656881972792,2895849625656881972792768694795806100573
afre,afresh
7812182401,7812182401412993685904651465192091986053
545196756559181968690885283434886,5451967565591819686908852834348860508285
afra,afraid
preli,preliminary
1723688126003809,1723688126003809020585719930855573100508
5741623973885,5741623973885201620238478425616351259716
9580591237612512,9580591237612512030109838678411957258877
unknow,unknown
405255265,4052552659776922077806644338105562443538
9933790487113395588485234240255002352,9933790487113395588485234240255002352200
624201593,6242015935078520825600604101556889899501
4646099819257616235478710913832967,4646099819257616235478710913832967563761
64168975551322759620118382486507469854,6416897555132275962011838248650746985492
0612033376286953379243954,0612033376286953379243954715539421312102
5711337286840205574416030,5711337286840205574416030837052312242587
645033373313942,6450333733139422384778582717195412347860
mad,made
flatbe,flatbed
blessin,blessing
mah,mahogany
9849646510582093923982,9849646510582093923982948879332036250944
001497985658,0014979856581303057406200285540973826878
78314317444,7831431744408119494229755993140118886833
mal,male
7856814114380215238767064550632,7856814114380215238767064550632330672339
map,maps
mat,matter
max,maximum
beran,beranek
2044102134790034598,2044102134790034598411927024921557026873
854067117444493247951957,8540671174444932479519572159419645863736
29530944291,2953094429119590295968563923037689976327
2520124081345228597462671517715,2520124081345228597462671517715222306374
4849644534346121292249647323561263219,4849644534346121292249647323561263219511
729570351923876864055442781341698072493,7295703519238768640554427813416980724938
25454327419349599556959,2545432741934959955695902432790971743922
3595862871066549628259953512719,3595862871066549628259953512719324463579
9199261674991148329821854,9199261674991148329821854382718946282165
4981270527139840772,4981270527139840772099570723622700924506
1632261765485737667194313284005,1632261765485737667194313284005062629514
315765427037906837175,3157654270379068371757648702300523881974
distinctl,distinctly
963984413717814027641220876449896886297,9639844137178140276412208764498968862979
171458858708142740,1714588587081427409024818544642177487692
bloodsho,bloodshot
disinterest,disinterested
chalkin,chalking
prepa,prepare
19235385,1923538531051736669154087312467233440702
merce,mercenary
70121010994422,7012101099442207370246136871960314911623
massachus,massachusetts
merca,mercator
205442793963,2054427939636675910412682184337501574306
cookma,cookman
surgin,surging
esca,escape
21476,2147617551708342432434174779579226338663
75103847815390683437177407,7510384781539068343717740714095628337554
418661289152644469262228,4186612891526444692622288436629946273246
62180049,6218004904795597959290591655470505777514
63259915816449936,6325991581644993614551724520570204430937
9583994708095478886350328112,9583994708095478886350328112962689923111
42923345,4292334517042242667960707540402855118239
20832348471,2083234847108471706160879195227388252347
46943593740815853648191252,4694359374081585364819125280049207240421
8212008601904369428956102301,8212008601904369428956102301731743150352
9310531444716688351829205143436092924,9310531444716688351829205143436092924931
35497329237247320,3549732923724732067853690257536233971216
978033680,9780336802281542234901837374941179732544
783301298019225515705037852,7833012980192255157050378521810552961623
8741459,8741459246461740473527525050678399227312
0050195045201,0050195045201350200180281506933241918267
96069786933359731,9606978693335973109537126499416282656463
9227643289,9227643289360535947903046811114130586348
255347740011048539969605499265080,2553477400110485399696054992650809391069
5839941711755209208,5839941711755209208201510965095266851138
blenc,blenches
43846059632582046880966779570904,4384605963258204688096677957090446458846
med,medium
87432709166200980,8743270916620098057717103475575333102702
meh,mehtinks
17681559,1768155922620169913966131537380212941600
mel,melancholy
81427639,8142763910519234685081979001796519907050
absorbe,absorbed
827253037348368919118471,8272530373483689191184719713375308844677
0169842055804033637,0169842055804033637953764520304024322566
absorbi,absorbing
met,methods
2819080457,2819080457762410907648708740615707048665
700970995205391930979319,7009709952053919309793194958832659221715
resuscitatin,resuscitating
mex,mexico
847292909015468,8472929090154685591637926961968410006765
103631218991242,1036312189912421733955068877864313075002
5534277461763554923181745615,5534277461763554923181745615918566806168
85731712110365174863716340983856265,8573171211036517486371634098385626541555
845151202833966405,8451512028339664054749694634398628829195
127579561601,1275795616013285618663881460047222005800
6790109453,6790109453111712024389032341025993751158
0031423973536892843529495,0031423973536892843529495809943446541431
merci,merciless
pampere,pampered
781619089490848,7816190894908487717722503860872618384947
repeatin,repeating
76157555491623,7615755549162366017628802206010686555241
7973113259516101749193,7973113259516101749193468250063285777004
8865005747,8865005747802519776074426607983002915730
regulatio,regulation
04500383258041054420,0450038325804105442059548285995523906575
552782222464391225926519212884469611074,5527822224643912259265192128844696110746
3762552587574553031129919143,3762552587574553031129919143411094130882
6302187600258139957,6302187600258139957199236013453742297589
206051,2060512183941851623915370979076808490967
1947935274564429846308888,1947935274564429846308888463853810686217
resident,residents
1651296663676445187246565373,1651296663676445187246565373040244368414
24101390877916,2410139087791616512268044148097656189797
2410139087791616512268044148,2410139087791616512268044148097656189797
276860122655863045691,2768601226558630456913133560978156776098
666674827426925968686433731916548717,6666748274269259686864337319165487177501
benignit,benignity
078021101,0780211018810672234797257933065318771343
402129670222082191586290595260404062001,4021296702220821915862905952604040620011
14136204892,1413620489265556681094670763865360830158
44301957937937860721072,4430195793793786072107254277289071732854
40501384107478894339399660359185,4050138410747889433939966035918539341984
20559162790,2055916279022926005921077105104481033928
overstep,overstepped
6747491801634566788881078,6747491801634566788881078210115182631487
31864807560836795514966364,3186480756083679551496636448965592948187
prophe,prophet
281633904967655878990148,2816339049676558789901487477972479202502
0563772,0563772002342781180262150269179040048800
29109399310377342591059230327765266,2910939931037734259105923032776526676418
586669559721686506052072,5866695597216865060520728013421043557627
436278,4362788192837402531856685450408939294010
believi,believing
mid,middle
86336886944665564112662287921,8633688694466556411266228792181211412142
believe,believed
mil,miles
863606064584592,8636060645845925126994655724839186564209
24281917479,2428191747958661999444111962087304980643
defil,defiled
mit,mitigate
6471330495,6471330495435550447902771286900956433579
mix,mixed
0701,0701292607801970225896629233681543124994
1833063223294219913213761450641139,1833063223294219913213761450641139126983
674749180163456678888,6747491801634566788881078210115182631487
recapitula,recapitulation
313273738270,3132737382707595039088253122353687638981
72919640,7291964034093571225623659496432076928058
insuppo,insupportable
134023054550811390236768038649723,1340230545508113902367680386497238999242
47940490926017157274393685697,4794049092601715727439368569721862936007
8633688,8633688694466556411266228792181211412142
6164796134779091232799,6164796134779091232799526492904515114830
75784379,7578437917900480884802302930439263092134
37623630485804277441790716914,3762363048580427744179071691463565462012
436226496550644984852161,4362264965506449848521612498442375928443
braggi,bragging
allud,allude
3373266871,3373266871675946715392611950649224725627
52500691802,5250069180267477250789589034488566730814
7119346955799891891123022333,7119346955799891891123022333816023022362
6383913916307609763,6383913916307609763649902889305880534066
245402759071962153757018706708,2454027590719621537570187067083731012246
montanve,montanvert
0712,0712134539837113575009758544059395586617
bragga,braggart
05855144477133868231449954,0585514447713386823144995479293381312599
710428459816089961,7104284598160899610194569164698383771826
23884407167894780414701414,2388440716789478041470141465107358045202
578427585306457,5784275853064570661712719496737108395060
679479588103339354132897025288935,6794795881033393541328970252889353374810
3549732923724732067853690257536,3549732923724732067853690257536233971216
7156274295763666959661983507,7156274295763666959661983507435667132218
83710670585567,8371067058556774948137385863038576282304
8495893806420288666795194348275,8495893806420288666795194348275016819202
2054427939636675910412682184,2054427939636675910412682184337501574306
855471168524810559,8554711685248105599915744415515074312144
716644806,7166448069815483764491573900121217041547
engrossin,engrossing
854067117444493247951957215941,8540671174444932479519572159419645863736
3538595115206180903,3538595115206180903124169818207931461506
528639419599345568415634457795172703337,5286394195993455684156344577951727033374
greedi,greedily
231040,2310404324252678595556207731054307229803
gentlene,gentleness
75722334357888635370305350,7572233435788863537030535008357679180120
17925229941744,1792522994174478551899950989599998774109
overstat,overstates
siphylu,siphylus
8141606391312359,8141606391312359753503903200775295873924
14832802706553833004693,1483280270655383300469329011574414756313
impertin,impertinent
665411153735849,6654111537358491279025465436902086941987
3978098192019726759010749924884,3978098192019726759010749924884966139441
proper,property
deliriu,delirium
6860968968464085833413101785814,6860968968464085833413101785814271095541
bitter,bitterly
7192282283,7192282283045169111363652774517975842147
6636674072066899906132062779399411280,6636674072066899906132062779399411280575
propen,propensity
lakes,lakeside
cyberna,cybernaut
82834124,8283412400412614225147518455250250264089
0745,0745833068686623130915578000596652273618
57043390553570,5704339055357016865312052649561485724925
581946866058709,5819468660587092144653716755655531962091
629507184904277892585527430352213968,6295071849042778925855274303522139683567
539142377824433027467082820087226020534,5391423778244330274670828200872260205341
30266842215033511773647,3026684221503351177364718538723240404210
48260540436187183633,4826054043618718363302689928586235821456
30167951,3016795136710475104696690012177771280655
054133405392200011378630094556068816,0541334053922000113786300945560688166740
98496465105820939239829488793320362,9849646510582093923982948879332036250944
6403785349071490898423178917397,6403785349071490898423178917397836506547
mob,moby
40501384107478894339,4050138410747889433939966035918539341984
280697772,2806977720437363717873457948420238745151
570178230380965,5701782303809656788311228930580914057261
mon,money
84958,8495893806420288666795194348275016819202
25435368231861829827131824898844982,2543536823186182982713182489884498260285
mor,more
0763,0763432091319780314031658897379628301178
mov,move
bombast,bombastic
668958,6689589918153082576160659184376050505170
espr,esprits
6306197180339579795,6306197180339579795225395086974325465026
fertiliza,fertilization
65629035511783994407,6562903551178399440709617725671649197901
958296029,9582960291074690160945128845655007145809
0574450289224688628533654,0574450289224688628533654221381572213116
unfitnes,unfitness
213675828842328595775941268447,2136758288423285957759412684479036912662
08064988291845439530152,0806498829184543953015299820925030054982
345730153336426307679854,3457301533364263076798544338576171533346
160011716033860471071001523563,1600117160338604710710015235631159734711
9594685874537989503257362809,9594685874537989503257362809837592216229
gorgi,gorging
gorge,gorgeous
67947958810333935413,6794795881033393541328970252889353374810
masonr,masonry
569342608537623098104717,5693426085376230981047171826940937686754
5133606114457222,5133606114457222800851183757899219543063
9207809440521385286533846279707,9207809440521385286533846279707480178724
9582960291074690160945,9582960291074690160945128845655007145809
71943042511794045679,7194304251179404567986211463013840237109
270678,2706781490035025287682360782210739710233
69344,6934473129971189346354502994681747128179
433778849283423636112447382281450459,4337788492834236361124473822814504596821
232374673377,2323746733771474581625530698032499033676
9126,9126113117314169066606067613797690123141
216705915786779,2167059157867799311835820189855730344883
fortif,fortify
311566832456,3115668324566827992991861539009255871716
663353633,6633536331900413433284434763006798202371
israe,israelites
812890556,8128905560530091416446608691247256021455
essa,essay
writing,writings
62932239295612610,6293223929561261004588464424428501155155
44629209323999417593374917899786484,4462920932399941759337491789978648495814
70150449549641245436165621015091999786,7015044954964124543616562101509199978629
34846331,3484633179219044946529230214692597565663
118229608963940553804319393984539708644,1182296089639405538043193939845397086441
0789,0789559165498130372929444623063712843579
incestuousl,incestuously
attempte,attempted
9133,9133098633545432497144137805913224081496
518404451704270189381994243410090575,5184044517042701893819942434100905753762
335459489854184,3354594898541849550251690616888419122873
attempti,attempting
_indivi,_individual_
incompara,incomparably
missour,missouri
academi,academic
064137926885413552523275720,0641379268854135525232757204573294772157
61326418823586036569054773343070911,6132641882358603656905477334307091175915
486054979802320400472236873557,4860549798023204004722368735574118581327
906695224044652158992864,9066952240446521589928642034350988584226
0796,0796274613553444251474542365466275225262
03809769,0380976919326064376087432093856028156428
exemplifie,exemplified
29365077664656,2936507766465603712364707109272580867897
estr,estranged
733420719,7334207198502259771408638122015980894363
219999270114807171284777030125499488,2199992701148071712847770301254994886841
arroga,arrogance
498565705560,4985657055608784211964039972344556458607
endeavo,endeavoured
521172902298527851,5211729022985278518025598478407179607904
11733178077414975571167330346320084,1173317807741497557116733034632008408954
76997683714764559852,7699768371476455985267392259049978855142
0165449593807506342852930531311279,0165449593807506342852930531311279659452
353763114830,3537631148302466687547275666530598197468
3063975183720997533905509588362364281,3063975183720997533905509588362364281449
840495,8404956639919591540342183645372120236786
194475608,1944756081283193309567968558277193203120
4107259910648,4107259910648709897259362243300706760476
anticip,anticipate
118890417245705374,1188904172457053747075555058163283168724
9151,9151524510096986573825654899585216747260
esse,essential
963436392268425916416866943812253,9634363922684259164168669438122537135960
362993675362621545247298,3629936753626215452472984642137528910798
5772348420077356021656,5772348420077356021656909077097264985642
681986,6819867017786167267197237415691788000169
mud,muddy
muh,muhammadan
mul,multitude
190316398874330422263220,1903163988743304222632202132536817604416
0168159779700664883944824,0168159779700664883944824463322109283205
9278257145248837213394613987859,9278257145248837213394613987859786320048
1119639279410696194,1119639279410696194654264800067617276181
0547854954620263256676813,0547854954620263256676813262435925020249
mut,mutual
commonplace,commonplaces
4991111,4991111208706392028924906984353331527279
6472940,6472940901354356409277969379842065738891
celes,celestial
2295763,2295763514822082698951936680331825288693
undistur,undisturbed
79065196129177773541836946762329,7906519612917777354183694676232982904981
04895695292801,0489569529280112698632533646737179519363
2505486708172221475138425166,2505486708172221475138425166790445416617
13376148418348845,1337614841834884596365621526610332239417
greenw,greenwich
9173,9173966855795550531887153145523530703559
939926974467632392137077399189985330,9399269744676323921370773991899853301483
acros,across
67336701061509424345698440187331281010,6733670106150942434569844018733128101079
9039475168017709900129391,9039475168017709900129391137881248534255
2350656532331,2350656532331797738656666181652390017664
047670338664100252772768008863832666294,0476703386641002527727680088638326662948
003142,0031423973536892843529495809943446541431
_acu,_acushnet_
francis,francisco
6362305101773,6362305101773132268579232832164818921732
2488594873689907351,2488594873689907351216611839787734271587
mahog,mahogany
87233361813499414541,8723336181349941454169473654925484063379
48654034889554002107651716308,4865403488955400210765171630884759704098
798673920803,7986739208038456337233119838558626380085
_aga,_against_
772800986189401,7728009861894019843754464350814982183601
27678818067628,2767881806762865097808571826211700314000
12187481820283394188707631173161528981,1218748182028339418870763117316152898117
683344173073150805440138,6833441730731508054401388940840872531975
94534032459842369346270602425794325636,9453403245984236934627060242579432563660
54922758115170931492187959271800,5492275811517093149218795927180019409688
557347894001955,5573478940019558704784741658847364803865
2370087203,2370087203921208549956968106137918902996
anthropoid,anthropoids
drobi,drobison
20605121839418,2060512183941851623915370979076808490967
2543536823186,2543536823186182982713182489884498260285
843074713267,8430747132676828309720314904986888445618
9199,9199261674991148329821854382718946282165
3157447684338100,3157447684338100457385008523652069340710
21400021951611342337058359111,2140002195161134233705835911154521729372
fireplac,fireplace
41520277211270701874215481239319,4152027721127070187421548123931953220997
10722246590400,1072224659040085537982352538851716235182
6325285720585,6325285720585876637675428291793354992367
93346685610837898,9334668561083789808830313571333157729435
conception,conceptions
cruis,cruise
myd,mydir
33529,3352975136073772030571342739638126588567
572722822508120170607133803396418412112,5727228225081201706071338033964184121125
600238582806931489222,6002385828069314892223145775878379156490
stretchet,stretcheth
